"mapId","level","classId","party","routeScope","seeds","eligibleForAcceptance","leaderXpPerMinute","aggregateXpCreditsPerMinute","killsPerMinute","travelPercent","respawnWaitingPercent","recoveryPercent","damageTakenPerMinute","consumableCostPerMinute","deaths","companionDowns","companionDownMemberSeconds","visitedPlatformCount","routePlatformCount","stuckSeconds","cohortMapCount","cohortMedianXpPerMinute","deviationFromCohortMedianPercent","pacingWithinTarget","acceptanceNote","layoutRole","xpWithinTarget","dangerAdvantagePercent","comparisonCohortEligible","referenceMapCount","minimumSeedXpPerMinute","maximumSeedXpPerMinute","currencyPerMinute","pickedUpStacksPerMinute","potionUsesPerMinute","damageDealtPerMinute","materialsCollectedPerMinute","consumablesCollectedPerMinute","equippableEquipmentPerMinute","potentialEquipmentResalePerMinute","leaderDamageTakenPerMinute","travelSeconds","respawnWaitingSeconds","enemyHealingPerMinute","rawMovingPercent","engagedPursuitPercent","beforeXpPerMinute","pairedChangePercent","diagnosticChangePercent","comparisonEligibleForAcceptance","matchedResolvedRoute","status","mapName"
"stormbreakCliffs","60","fireMage","false","main","3","true","34824.133","34824.133","38.867","48.919","0.37","0","243.133","1024","0","0","0","4","4","0","2","35946.833","-3.123","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","33856","35625.6","10300.267","30.867","6.4","84579.733","42.733","0.467","0.2","71.2","243.133","146.756","1.111","307.133","52.037","7.604","27714.133","25.655","25.655","true","true","requires-tuning","Stormbreak Cliffs"
"stormbreakCliffs","60","runeMage","false","main","3","true","35107.733","35107.733","39.267","47.696","0.152","0","311.2","1088","0","0","0","4","4","0","2","35171.9","-0.182","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","33695.2","36602.2","10519.533","33","6.8","88341.133","45.8","0.8","0","10.8","311.2","143.089","0.455","470.533","57.074","15.507","32202","9.023","9.023","true","true","requires-tuning","Stormbreak Cliffs"
"stormbreakCliffs","60","stormMage","false","main","3","true","30729.6","30729.6","34.4","35.915","0.185","0","296.067","981.333","0","0","0","4","4","0","2","30622.4","0.35","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","29890.6","31636.8","8977.467","28.733","6.133","68213.2","40.667","0.467","0","13.333","296.067","107.745","0.556","645.933","42.778","9.393","27329.133","12.443","12.443","true","true","requires-tuning","Stormbreak Cliffs"
"stormbreakCliffs","60","sniper","false","main","3","true","29099.533","29099.533","32.267","33.83","0.193","0","483.933","1504","0","0","0","4","4","0","2","27752.333","4.854","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","27957.6","30421.6","8476.333","25.8","9.4","71075.2","36.867","0.267","0.067","13.333","483.933","101.489","0.578","305.8","37.448","4.463","20948.933","38.907","38.907","true","true","requires-tuning","Stormbreak Cliffs"
"stormbreakCliffs","60","trapper","false","main","3","true","33831.8","33831.8","37.8","46.678","0.148","0","234.667","938.667","0","0","0","4","4","0.433","2","34433.633499999996","-1.748","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","33252.8","34265.6","9945.533","35.2","5.867","79733.333","49.667","0.6","0.267","58.133","234.667","140.033","0.445","307.533","65.5","22.378","31167.067","8.55","8.55","true","true","requires-tuning","Stormbreak Cliffs"
"stormbreakCliffs","60","beastArcher","false","main","3","true","28781.933","28781.933","32","31.27","0.089","0","445.867","768","0","0","0","4","4","0","2","27187.7","5.864","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","28132.8","29626.8","8436.333","26.067","4.8","66292.4","36","0.467","0.267","53","445.867","93.811","0.267","197.867","35.763","5.859","18708","53.848","53.848","true","true","requires-tuning","Stormbreak Cliffs"
"stormbreakCliffs","60","fighter","true","main","3","true","33971.8","56505.2","38.133","40.381","0.007","0","508.2","1098.667","0","70","95.133","4","4","0","2","35528.3335","-4.381","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","32224.2","36004.6","10246.467","38.133","6.867","81833.467","54","0.733","0.067","1.533","508.2","121.144","0.022","246.933","59.285","29.752","30399.8","11.75","11.75","true","true","requires-tuning","Stormbreak Cliffs"
"astralArchive","85","fighter","false","main","3","true","42167.733","42167.733","31.667","25.063","0.037","0","1137.333","1520","0","0","0","4","4","0.3","2","42167.733","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","40972","43229.2","11771.8","31.8","5.067","92716.6","43.8","0.467","0.067","3.067","1137.333","75.189","0.111","0","55.433","40.604","42717.467","-1.287","-1.287","true","true","within-numerical-targets","Astral Archive"
"astralArchive","85","mage","false","main","3","true","40496.067","40496.067","30.2","30.189","0.067","0","1404.667","1640","0","0","0","4","4","0","2","40496.067","0","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","38324.4","43073","11020.867","25.8","5.467","90344.333","37.467","0.6","0.2","54.667","1404.667","90.566","0.2","0","40.77","10.296","37949.4","6.711","6.711","true","true","requires-tuning","Astral Archive"
"astralArchive","85","archer","false","main","3","true","39911.2","39911.2","30.067","27.707","0","0","1743.8","2000","0","0","0","4","4","1.734","2","39911.2","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","39563.4","40488.8","10955.6","26.133","6.667","88149","37.133","0.533","0","15.867","1743.8","83.122","0","0","38.533","12.219","37515.733","6.385","6.385","true","true","within-numerical-targets","Astral Archive"
"astralArchive","85","guardian","false","main","3","true","45903.333","45903.333","34.733","33.433","0","0","563.533","920","0","0","0","4","4","0","2","45903.333","0","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","44470","46914.8","12756","32.533","3.067","110896.467","45.867","0.2","0","16.133","563.533","100.3","0","0","64.293","38.444","45697.067","0.451","0.451","true","true","requires-tuning","Astral Archive"
"astralArchive","85","berserker","false","main","3","true","44469.533","44469.533","33.4","34.2","0.07","0","849","940","0","0","0","4","4","0","2","44469.533","0","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","43237.6","45228.4","12467.133","32.133","3.133","103450.133","45.467","0.8","0.067","13.333","849","102.6","0.211","0","61.681","34.93","44859.867","-0.87","-0.87","true","true","requires-tuning","Astral Archive"
"astralArchive","85","duelist","false","main","3","true","39103.667","39103.667","29.467","24.292","0","0","1229.933","1440","0","0","0","4","4","0","2","39103.667","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","37098","40402.4","10812","28.333","4.8","87879.6","38.667","0.533","0.067","69.867","1229.933","72.878","0","0","50.215","34.026","40135.867","-2.572","-2.572","true","true","within-numerical-targets","Astral Archive"
"astralArchive","85","fireMage","false","main","3","true","51763.2","51763.2","38.8","42.419","0.374","0","1015.067","1560","0","0","0","4","4","0.456","2","51763.2","0","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","49239","54733.6","14065.067","29.6","5.2","117583","42.6","0.333","0.067","22.933","1015.067","127.256","1.122","0","47.641","6.856","50743.4","2.01","2.01","true","true","requires-tuning","Astral Archive"
"astralArchive","85","runeMage","false","main","3","true","50331.467","50331.467","37.867","39.633","0.326","0","1196.267","1600","0","0","0","4","4","0.667","2","50331.467","0","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","46215.6","54038.2","13827.333","30.733","5.333","118965.6","43.4","0.133","0.333","88.4","1196.267","118.9","0.978","0","54.893","20.926","47876.8","5.127","5.127","true","true","requires-tuning","Astral Archive"
"astralArchive","85","stormMage","false","main","3","true","42492.933","42492.933","31.8","27.089","0.211","0","1217.933","1560","0","0","0","4","4","1.322","2","42492.933","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","40722.2","44194.8","11705.467","26.533","5.2","89759.867","38.467","0.4","0.133","43.2","1217.933","81.267","0.633","0","37.674","12.207","39809.6","6.74","6.74","true","true","within-numerical-targets","Astral Archive"
"astralArchive","85","sniper","false","main","3","true","38485.133","38485.133","28.667","27.433","0","0","1637.333","2200","0","0","0","4","4","0.811","2","38485.133","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","38101.8","38724.4","10503.133","23.2","7.333","89327.467","33.667","0.267","0","0","1637.333","82.3","0","0","34.493","7.581","34315.067","12.152","12.152","true","true","within-numerical-targets","Astral Archive"
"astralArchive","85","trapper","false","main","3","true","50227.733","50227.733","37.933","34.778","0.089","0","1208.4","1580","0","0","0","4","4","4.767","2","50227.733","0","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","48866.8","51589.2","13995.467","32.4","5.267","114888.267","46","0.467","0.133","36.533","1208.4","104.333","0.267","0","59.515","31.644","49346.267","1.786","1.786","true","true","requires-tuning","Astral Archive"
"astralArchive","85","beastArcher","false","main","3","true","34539.067","34539.067","25.667","24.733","0","0","1587.8","1260","0","0","0","4","4","3.811","2","34539.067","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","33962","35607.8","9382.933","22.8","4.2","77326.733","32.4","0.2","0.067","19.333","1587.8","74.2","0","0","33.293","9.159","33086.333","4.391","4.391","true","true","within-numerical-targets","Astral Archive"
"astralArchive","85","fighter","true","main","3","true","44608.133","74229.4","33.667","26.522","0","0","963.133","1380","0","83","109.444","4","4","0.1","2","44608.133","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","43790.4","45816.6","12328.667","32.533","4.6","99353.933","45.533","1","0","0","963.133","79.567","0","0","61.381","45.474","47021.667","-5.133","-5.133","true","true","within-numerical-targets","Astral Archive"
"eclipseFrontier","85","fighter","false","main","3","true","44888","44888","33.733","23.074","0","0","859.933","1400","0","0","0","4","4","0","2","42167.733","6.451","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","6.451","true","1","42991.8","46049","12439.533","33.467","4.667","109443.067","47.467","0.6","0.067","23.6","859.933","69.222","0","0","48.148","34.648","36834.333","21.865","21.865","true","true","requires-tuning","Eclipse Frontier"
"eclipseFrontier","85","mage","false","main","3","true","41643.6","41643.6","31.133","25.544","0.041","0","1129.6","1560","0","0","0","4","4","0","2","40496.067","2.834","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","2.834","true","1","40255","43728.6","11498.933","28.133","5.2","100488.267","38.533","0.4","0.133","53.333","1129.6","76.633","0.122","0","35.526","9.841","34431.733","20.945","20.945","true","true","requires-tuning","Eclipse Frontier"
"eclipseFrontier","85","archer","false","main","3","true","44849.733","44849.733","33.6","25.918","0","0","1246.667","1820","0","0","0","4","4","2.011","2","39911.2","12.374","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true","12.374","true","1","42743","47227","12376.467","28.333","6.067","109653.2","40","0.333","0.133","41.333","1246.667","77.756","0","0","32.193","7.833","26271.467","70.717","70.717","true","true","within-numerical-targets","Eclipse Frontier"
"eclipseFrontier","85","guardian","false","main","3","true","47705","47705","36.2","27.804","0","0","467.667","980","0","0","0","4","4","0","2","45903.333","3.925","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","3.925","true","1","46452.8","50007.4","13331.267","33.933","3.267","122496.067","48.867","0.267","0","0","467.667","83.411","0","0","57.419","37.115","41755.667","14.248","14.248","true","true","requires-tuning","Eclipse Frontier"
"eclipseFrontier","85","berserker","false","main","3","true","46983.933","46983.933","35.467","28.178","0","0","672.4","1000","0","0","0","4","4","0","2","44469.533","5.654","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","5.654","true","1","45690.6","47872.2","13062.867","32.4","3.333","114538.267","45.267","0.267","0","30.133","672.4","84.533","0","0","55.526","34.43","40168.333","16.968","16.968","true","true","requires-tuning","Eclipse Frontier"
"eclipseFrontier","85","duelist","false","main","3","true","41004.6","41004.6","30.733","17.919","0","0","930.4","1340","0","0","0","4","4","0.044","2","39103.667","4.861","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","4.861","true","1","39391.4","41923.8","11461.333","30.333","4.467","103137.267","43.867","0.267","0","0","930.4","53.755","0","0","39.259","28.359","34035.667","20.475","20.475","true","true","requires-tuning","Eclipse Frontier"
"eclipseFrontier","85","fireMage","false","main","3","true","50921.467","50921.467","38.333","37.052","0.204","0","711.867","1420","0","0","0","4","4","0.133","2","51763.2","-1.626","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","-1.626","true","1","47175.4","55055.6","14100.733","30.2","4.733","125119.067","43.133","0.267","0.067","2.533","711.867","111.156","0.611","0","45.011","11.022","43590.267","16.818","16.818","true","true","requires-tuning","Eclipse Frontier"
"eclipseFrontier","85","runeMage","false","main","3","true","48395.733","48395.733","36.667","35.552","0.022","0","846.533","1340","0","0","0","4","4","3.422","2","50331.467","-3.846","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","-3.846","true","1","47171.8","49374.2","13579.067","32.467","4.467","123600.733","46.8","0.333","0.067","34.8","846.533","106.655","0.067","0","54.63","26.589","46107.6","4.963","4.963","true","true","requires-tuning","Eclipse Frontier"
"eclipseFrontier","85","stormMage","false","main","3","true","41389.533","41389.533","30.933","23.678","0","0","748.267","1300","0","0","0","4","4","0.3","2","42492.933","-2.597","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","-2.597","true","1","41006","41848.8","11507.8","24.067","4.333","98831.067","32.733","0.667","0.067","33.2","748.267","71.034","0","0","31.052","9.193","35854.867","15.436","15.436","true","true","requires-tuning","Eclipse Frontier"
"eclipseFrontier","85","sniper","false","main","3","true","37888.467","37888.467","28.4","19.381","0","0","1653","2220","0","0","0","4","4","0","2","38485.133","-1.55","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","-1.55","true","1","36816","39913","10463.6","25.467","7.4","94754.533","35.667","0.267","0.067","18.667","1653","58.144","0","0","29.615","8.933","31522.667","20.194","20.194","true","true","requires-tuning","Eclipse Frontier"
"eclipseFrontier","85","trapper","false","main","3","true","53330.333","53330.333","40.2","27.382","0.133","0","985.267","1520","0","0","0","4","4","2.733","2","50227.733","6.177","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","6.177","true","1","53137","53587.8","14678.067","33.533","5.067","131250.733","48.6","0.2","0","28.933","985.267","82.144","0.4","0","52.707","31.526","47006.867","13.452","13.452","true","true","requires-tuning","Eclipse Frontier"
"eclipseFrontier","85","beastArcher","false","main","3","true","36850.333","36850.333","27.533","19.515","0","0","1645.333","1240","0","0","0","4","4","1.033","2","34539.067","6.692","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","6.692","true","1","36546.2","37335.8","10315.4","26.333","4.133","90185.2","37.8","0.333","0.067","2.933","1645.333","58.544","0","0","28.207","7.237","28950.2","27.289","27.289","true","true","requires-tuning","Eclipse Frontier"
"eclipseFrontier","85","fighter","true","main","3","true","50117.333","83502.133","37.467","23.856","0","0","690.333","1320","0","78","103.689","4","4","0","2","44608.133","12.35","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true","12.35","true","1","49897","50531","13861.267","36.8","4.4","129271.667","51.333","0.467","0","0","690.333","71.567","0","0","49.567","35.844","44103.2","13.637","13.637","true","true","within-numerical-targets","Eclipse Frontier"
"eclipseFrontier","100","fighter","false","main","3","true","48703.8","48703.8","31.2","23.733","0","0","980.4","1460","0","0","0","4","4","0","1","48703.8","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField",,,"true","1","46521.8","51077.6","13441.867","29.533","4.867","119861.8","41.8","0.467","0.067","32.533","980.4","71.2","0","0","48.185","33.959","41693.067","16.815","16.815","true","true","standalone-review","Eclipse Frontier"
"eclipseFrontier","100","mage","false","main","3","true","45773.333","45773.333","28.933","23.374","0.056","0","1376.867","1700","0","0","0","4","4","1.678","1","45773.333","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField",,,"true","1","44568.2","46563.6","12419.8","25.8","5.667","116054.4","37.133","0.333","0","11.867","1376.867","70.122","0.167","0","30.122","5.819","37984.867","20.504","20.504","true","true","standalone-review","Eclipse Frontier"
"eclipseFrontier","100","archer","false","main","3","true","47776.533","47776.533","30.667","24.052","0","0","1683.4","2000","0","0","0","4","4","0","1","47776.533","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField",,,"true","1","46217.4","49124.2","13199.533","27.133","6.667","117314.267","38.2","0.267","0","0","1683.4","72.155","0","0","31.752","7.296","38357.6","24.556","24.556","true","true","standalone-review","Eclipse Frontier"
"eclipseFrontier","100","guardian","false","main","3","true","53212.867","53212.867","34.2","29.885","0","0","463.933","940","0","0","0","4","4","0","1","53212.867","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField",,,"true","1","51981","54678.4","14739.667","33.533","3.133","137935.267","47","0.267","0.067","54.8","463.933","89.655","0","0","56.633","32.715","44215.4","20.349","20.349","true","true","standalone-review","Eclipse Frontier"
"eclipseFrontier","100","berserker","false","main","3","true","51805.2","51805.2","33.4","30.418","0","0","641.867","1000","0","0","0","4","4","0","1","51805.2","0","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField",,,"true","1","48903.6","53414.4","14134.933","33.267","3.333","126517.6","47.6","0.4","0.2","32.933","641.867","91.256","0","0","52.263","28.352","44882.733","15.423","15.423","true","true","standalone-review","Eclipse Frontier"
"eclipseFrontier","100","duelist","false","main","3","true","45609.2","45609.2","29.467","22.563","0","0","914.067","1300","0","0","0","4","4","0","1","45609.2","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField",,,"true","1","43241.2","47150","12523.333","28.333","4.333","110519.6","41.133","0.4","0.133","20.8","914.067","67.689","0","0","42.848","27.833","40331.667","13.085","13.085","true","true","standalone-review","Eclipse Frontier"
"eclipseFrontier","100","fireMage","false","main","3","true","59382.133","59382.133","38.2","35.248","0.067","0","851.067","1480","0","0","0","4","4","0.3","1","59382.133","0","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField",,,"true","1","57462.6","62651.6","16537.4","31.867","4.933","142444.6","44","0.4","0.133","27.067","851.067","105.744","0.2","0","43.011","10.163","49140.133","20.842","20.842","true","true","standalone-review","Eclipse Frontier"
"eclipseFrontier","100","runeMage","false","main","3","true","56097.067","56097.067","36.133","34.659","0.026","0","1074.667","1420","0","0","0","4","4","3.622","1","56097.067","0","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField",,,"true","1","53466.6","57641.6","15434.733","31.067","4.733","140291.467","43.667","0.467","0.067","22.4","1074.667","103.978","0.078","0","53.993","26.9","53056.4","5.731","5.731","true","true","standalone-review","Eclipse Frontier"
"eclipseFrontier","100","stormMage","false","main","3","true","46019.067","46019.067","29.533","23.185","0.019","0","1178.867","1560","0","0","0","4","4","0","1","46019.067","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField",,,"true","1","45200.4","47146","12654.267","24.933","5.2","107192.133","35.6","0.467","0","12.4","1178.867","69.556","0.056","0","32.263","10.474","38781.667","18.662","18.662","true","true","standalone-review","Eclipse Frontier"
"eclipseFrontier","100","sniper","false","main","3","true","45040.133","45040.133","28.733","20.892","0","0","1668.6","2180","0","0","0","4","4","0.222","1","45040.133","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField",,,"true","1","43609.4","47263","12394.267","25.667","7.267","113571.6","36.8","0.333","0","12.533","1668.6","62.678","0","0","29.537","8.556","34820","29.351","29.351","true","true","standalone-review","Eclipse Frontier"
"eclipseFrontier","100","trapper","false","main","3","true","59860.6","59860.6","38.667","31.1","0.048","0","1088.667","1540","0","0","0","4","4","5.145","1","59860.6","0","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField",,,"true","1","56347.6","63193.8","16488.533","33.133","5.133","144323.333","47.2","0.6","0","0","1088.667","93.3","0.144","0","54.348","28.974","51059.867","17.236","17.236","true","true","standalone-review","Eclipse Frontier"
"eclipseFrontier","100","beastArcher","false","main","3","true","44755","44755","28.667","19.148","0","0","1985.333","1360","0","0","0","4","4","0","1","44755","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField",,,"true","1","43630.8","46464.8","12298.4","24.8","4.533","108925.467","35.6","0.133","0","14.533","1985.333","57.444","0","0","26.396","5.411","32856","36.216","36.216","true","true","standalone-review","Eclipse Frontier"
"eclipseFrontier","100","fighter","true","main","3","true","55028.333","91609.667","35.4","24.234","0","0","951.133","1460","0","83","111.022","4","4","0","1","55028.333","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField",,,"true","1","54516.6","55901.8","15320.8","35.8","4.867","138956.133","51.533","0.333","0.133","55.467","951.133","72.7","0","0","50.756","36.859","48788.8","12.789","12.789","true","true","standalone-review","Eclipse Frontier"
"endlessRift","100","fighter","false","main","3","true","49468.8","49468.8","22.6","28.689","0","0","1753.4","1860","0","0","0","8","8","0","0",,,"true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","endlessField",,,"true","0","48021.8","50619.4","13363.4","20.533","6.2","112706","28.2","0.6","0.067","15.067","1753.4","86.067","0","0","53.867","33.148","55310.867","-10.562","-10.562","true","true","special-route-review","Endless Rift"
"endlessRift","100","mage","false","main","3","true","48251.733","48251.733","22.733","28.515","0","0","2849.667","2440","0","0","0","8","8","0.167","0",,,"true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","endlessField",,,"true","0","47253.8","50062.4","13378.8","16.733","8.133","109981.6","22.867","0.4","0.067","2.4","2849.667","85.544","0","0","40.644","10.596","46198.733","4.444","4.444","true","true","special-route-review","Endless Rift"
"endlessRift","100","archer","false","main","3","true","52631.8","52631.8","23.933","28.685","0","0","2939.333","2640","0","0","0","8","8","0","0",,,"true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","endlessField",,,"true","0","50885.4","53677.8","14570.533","18.067","8.8","118594.133","24.933","0.267","0","28.4","2939.333","86.056","0","0","39.307","10.048","57153","-7.911","-7.911","true","true","special-route-review","Endless Rift"
"endlessRift","100","guardian","false","main","3","true","55467.733","55467.733","25.2","34.604","0","0","1086.667","880","0","0","0","8","8","0.833","0",,,"false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","endlessField",,,"true","0","52552.8","57803","15165.6","20.867","2.933","138666.6","29.533","0.467","0.133","24.533","1086.667","103.811","0","0","60.122","30.533","63137.8","-12.148","-12.148","true","true","special-route-review","Endless Rift"
"endlessRift","100","berserker","false","main","3","true","53955.267","53955.267","25.667","32.541","0.019","0","1294.267","920","0","0","0","8","8","0","0",,,"false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","endlessField",,,"true","0","50421.8","60015","15171.067","20.6","3.067","124627.133","28.467","0.2","0","0","1294.267","97.622","0.056","0","58.444","31.485","67253.133","-19.773","-19.773","true","true","special-route-review","Endless Rift"
"endlessRift","100","duelist","false","main","3","true","46062.133","46062.133","21.133","25.389","0.104","0","1969.8","1760","0","0","0","8","8","0","0",,,"true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","endlessField",,,"true","0","43119","48756","12689","18.267","5.867","110933","25.333","0.467","0","13.067","1969.8","76.167","0.311","0","49.348","29.819","57280.533","-19.585","-19.585","true","true","special-route-review","Endless Rift"
"endlessRift","100","fireMage","false","main","3","true","63847","63847","28.8","39.263","0","0","1904.667","1920","0","0","0","8","8","0","0",,,"false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","endlessField",,,"true","0","62263.2","66979.2","17644.933","20.667","6.4","143275.6","29.067","0.333","0.067","29.6","1904.667","117.789","0","0","48.815","10.593","67233.267","-5.037","-5.037","true","true","special-route-review","Endless Rift"
"endlessRift","100","runeMage","false","main","3","true","63183.6","63183.6","28.8","38.774","0.048","0","1888.6","1940","0","0","0","8","8","1.255","0",,,"false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","endlessField",,,"true","0","61853.6","65219.4","17559.467","20.533","6.467","146179.8","29.067","0.267","0.067","14.667","1888.6","116.322","0.144","0","54.87","21.222","71829.4","-12.037","-12.037","true","true","special-route-review","Endless Rift"
"endlessRift","100","stormMage","false","main","3","true","49039.733","49039.733","22.933","28.011","0","0","2450.867","2140","0","0","0","8","8","0.111","0",,,"true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","endlessField",,,"true","0","47772.2","51333.8","13703.933","16.2","7.133","110041.6","22.6","0.133","0.067","17.067","2450.867","84.033","0","0","40.067","11.178","46726.467","4.951","4.951","true","true","special-route-review","Endless Rift"
"endlessRift","100","sniper","false","main","3","true","52912.133","52912.133","23.667","25.259","0.004","0","2926.067","2840","0","0","0","8","8","0","0",,,"true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","endlessField",,,"true","0","48713.2","57452.2","14294.8","17.467","9.467","124032.667","24.133","0.4","0.067","24.933","2926.067","75.778","0.011","0","37.393","11.122","58373.667","-9.356","-9.356","true","true","special-route-review","Endless Rift"
"endlessRift","100","trapper","false","main","3","true","62328.4","62328.4","28","33.604","0.119","0","1817.933","1860","0","0","0","8","8","2.444","0",,,"false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","endlessField",,,"true","0","60978.4","63906.6","17134.067","23.267","6.2","138919.2","32.2","0.4","0","56.667","1817.933","100.811","0.356","0","59.104","30.222","71674.533","-13.04","-13.04","true","true","special-route-review","Endless Rift"
"endlessRift","100","beastArcher","false","main","3","true","44763.333","44763.333","21.2","25.715","0.118","0","2879.2","1840","0","0","0","8","8","0","0",,,"true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","endlessField",,,"true","0","40777.4","49826","12376.8","16.133","6.133","100095.6","22.467","0.267","0.067","2.133","2879.2","77.145","0.356","0","35.841","8.93","44707.133","0.126","0.126","true","true","special-route-review","Endless Rift"
"endlessRift","100","fighter","true","main","3","true","59402.6","98673.333","27.333","28.47","0","0","1712.533","1860","0","128","172.111","8","8","0.144","0",,,"true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","endlessField",,,"true","0","57128.6","61816.2","16276","23.6","6.2","139587.333","34.067","0.8","0.067","2.933","1712.533","85.411","0","0","54.696","35.381","68350.467","-13.091","-13.091","true","true","special-route-review","Endless Rift"
